"ClientAccountID","Symbol","Description","UnderlyingSecurityID","Strike","ReportDate","Expiry","Buy/Sell","DateTime","Put/Call","TradeDate","SettleDateTarget","TransactionType","Quantity","TradePrice","TradeMoney","NetCash","ClosePrice","Open/CloseIndicator","Notes/Codes","CostBasis","FifoPnlRealized","OrderTime","OpenDateTime","LevelOfDetail","TradeID","MtmPnl","TransactionID","IBExecID","RelatedTransactionID","OrderReference"
"U2842030","AMD   210917P00072500","AMD 17SEP21 72.5 P","US0079031078","72.5","20210917","20210917","BUY","20210917;162000","P","20210917","20210920","BookTrade","1","0","0","0","0","C","Ep","609.200719","609.200719","","","EXECUTION","4087034247","0","17760761711","","",""
"U2842030","AMD   211015C00085000","AMD 15OCT21 85.0 C","US0079031078","85","20210222","20211015","SELL","20210222;093012","C","20210222","20210223","ExchTrade","-1","15.86","-1586","1584.8791494","14.2467","O","","-1584.8791494","0","20210222;093012","","EXECUTION","3526290310","161.33","15444610196","00014247.6033a506.02.01","",""
"U2842030","AMD   211015C00085000","AMD 15OCT21 85.0 C","US0079031078","85","20210928","20211015","BUY","20210928;100529","C","20210928","20210929","ExchTrade","1","19.92","1992","-1992.70215","16.9083","C","","1584.879149","-407.823001","20210928;100529","","EXECUTION","4109547929","-301.17","17858908507","00021ab9.6153090e.03.01","",""
"U2842030","AMD   220121C00070000","AMD 21JAN22 70.0 C","US0079031078","70","20210217","20220121","SELL","20210217;100406","C","20210217","20210218","ExchTrade","-1","27.71","-2771","2769.8529609","28.0099","O","","-2769.8529609","0","20210217;100406","","EXECUTION","3509882958","-29.99","15383770739","00014247.602d2c6a.03.01","",""
"U2842030","AMD   220121C00080000","AMD 21JAN22 80.0 C","US0079031078","80","20210105","20220121","SELL","20210105;135213","C","20210105","20210106","ExchTrade","-1","25.02","-2502","2501.3089058","25.6097","O","","-2501.3089058","0","20210105;135213","","EXECUTION","3348902827","-58.97","14798372539","0000f65a.5ff4be15.02.01","",""
"U2842030","AMD   220121C00080000","AMD 21JAN22 80.0 C","US0079031078","80","20210317","20220121","SELL","20210317;093909","C","20210317","20210318","ExchTrade","-1","14.13","-1413","1412.2329727","15.3","O","","-1412.2329727","0","20210317;093909","","EXECUTION","3620138139","-117","15784702443","00014247.6051f0ec.02.01","",""
"U2842030","AMD   220121C00085000","AMD 21JAN22 85.0 C","US0079031078","85","20210105","20220121","SELL","20210105;141132","C","20210105","20210106","ExchTrade","-1","22.65","-2265","2264.3141435","23.2197","O","","-2264.3141435","0","20210105;141132","","EXECUTION","3349012449","-56.97","14798607349","0000f65a.5ff4c2f5.02.01","",""
"U2842030","AMD   220121C00085000","AMD 21JAN22 85.0 C","US0079031078","85","20210106","20220121","SELL","20210106;093017","C","20210106","20210107","ExchTrade","-1","22.29","-2229","2227.8649391","21.1823","O","","-2227.8649391","0","20210106;093017","","EXECUTION","3350435068","110.77","14808368454","00014247.5ff5aee8.02.01","",""
"U2842030","AMD   220121C00090000","AMD 21JAN22 90.0 C","US0079031078","90","20210105","20220121","SELL","20210105;134638","C","20210105","20210106","ExchTrade","-1","20.65","-2065","2064.3185635","21.0276","O","","-2064.3185635","0","20210105;134638","","EXECUTION","3348874685","-37.76","14798296548","0000f65a.5ff4bca1.02.01","",""
"U2842030","AMD   220121C00090000","AMD 21JAN22 90.0 C","US0079031078","90","20210105","20220121","SELL","20210105;135005","C","20210105","20210106","ExchTrade","-1","20.5","-2050","2048.868895","21.0276","O","","-2048.868895","0","20210105;135005","","EXECUTION","3348893971","-52.76","14798344561","000130ce.5ff4a800.02.01","",""
"U2842030","AMD   220121C00092500","AMD 21JAN22 92.5 C","US0079031078","92.5","20210105","20220121","SELL","20210105;134905","C","20210105","20210106","ExchTrade","-1","19.6","-1960","1959.320884","19.9316","O","","-1959.320884","0","20210105;134905","","EXECUTION","3348888026","-33.16","14798332727","0000f65a.5ff4bd41.02.01","",""
"U2842030","AMD   220121C00095000","AMD 21JAN22 95.0 C","US0079031078","95","20210105","20220121","SELL","20210105;134910","C","20210105","20210106","ExchTrade","-1","18.6","-1860","1859.323094","18.85","O","","-1859.323094","0","20210105;134910","","EXECUTION","3348889057","-25","14798341086","0000f65a.5ff4bd4d.02.01","",""
"U2842030","AMD   220121C00097500","AMD 21JAN22 97.5 C","US0079031078","97.5","20210105","20220121","SELL","20210105;135835","C","20210105","20210106","ExchTrade","-1","17.65","-1765","1764.3251935","17.9375","O","","-1764.3251935","0","20210105;135835","","EXECUTION","3348935765","-28.75","14798442450","0000f65a.5ff4bf7e.02.01","",""
"U2842030","AMD   220121C00097500","AMD 21JAN22 97.5 C","US0079031078","97.5","20210105","20220121","SELL","20210105;145335","C","20210105","20210106","ExchTrade","-1","17.27","-1727","1726.3260333","17.9375","O","","-1726.3260333","0","20210105;145335","","EXECUTION","3349220757","-66.75","14799147531","0000f65a.5ff4ccc6.02.01","",""
"U2842030","AMD   220318C00087500","AMD 18MAR22 87.5 C","US0079031078","87.5","20210928","20220318","SELL","20210928;100529","C","20210928","20210929","ExchTrade","-1","21.75","-2175","2174.2847575","19.6248","O","","-2174.2847575","0","20210928;100529","","EXECUTION","4109554306","212.52","17858832523","00021ab9.6153090e.02.01","",""
